代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
TC415Q08DA,TC415,,,,How often do you use the following methods of <formative> assessment to evaluate student learning in <school science> classes?,,I let students assess each other’s work.,從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC415Q09DA,TC415,,,,How often do you use the following methods of <formative> assessment to evaluate student learning in <school science> classes?,,I carry out assessments at the beginning of a topic to evaluate prior learning.,從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC415Q10DA,TC415,,,,How often do you use the following methods of <formative> assessment to evaluate student learning in <school science> classes?,,I give students short written assessments whilst teaching a topic.,從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC415Q11DA,TC415,,,,How often do you use the following methods of <formative> assessment to evaluate student learning in <school science> classes?,,I ask my students to write reflections about their learning at the end of each lesson.,從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC416Q01DA,TC416,,,,How often do you use the following methods of <summative> assessments to evaluate student learning in <science> classes?,,I develop and administer my own assessment at the end of topics.,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC416Q02DA,TC416,,,,How often do you use the following methods of <summative> assessments to evaluate student learning in <science> classes?,,I administer a <standardised test>.,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC416Q06DA,TC416,,,,How often do you use the following methods of <summative> assessments to evaluate student learning in <science> classes?,,I assess students’ laboratory skills.,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC416Q07DA,TC416,,,,How often do you use the following methods of <summative> assessments to evaluate student learning in <science> classes?,,"I assess students’ ability with scientific practices (e.g. evaluating evidence, developing models).",從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC417Q01DA,TC417,,,,How often do you do the following whilst you are teaching <school science>?,,Tell students that making mistakes is part of the learning process,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC417Q03DA,TC417,,,,How often do you do the following whilst you are teaching <school science>?,,Praise students who put in the effort to reach a goal,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC417Q04DA,TC417,,,,How often do you do the following whilst you are teaching <school science>?,,Ask students to develop learning goals for science,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC417Q06DA,TC417,,,,How often do you do the following whilst you are teaching <school science>?,,Allow students to skip a task if you feel they do not have the ability to undertake it,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC417Q07DA,TC417,,,,How often do you do the following whilst you are teaching <school science>?,,Build the confidence of all students in the class regardless of abilities,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC417Q09DA,TC417,,,,How often do you do the following whilst you are teaching <school science>?,,Give feedback on student’s strengths in science,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC417Q10DA,TC417,,,,How often do you do the following whilst you are teaching <school science>?,,Tell students in which areas they can still improve,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC417Q11DA,TC417,,,,How often do you do the following whilst you are teaching <school science>?,,Provide feedback on how students can improve their performance,從不 | Rarely | 有時 | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Rarely | Sometimes | Frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC418Q03DA,TC418,,,,How much do you agree or disagree with the following statements about the students in your science classes?,,My students can all reach their goals with the right amount of support.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC418Q05DA,TC418,,,,How much do you agree or disagree with the following statements about the students in your science classes?,,My students can all succeed.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC418Q07DA,TC418,,,,How much do you agree or disagree with the following statements about the students in your science classes?,,My students feel comfortable taking risks.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC418Q08DA,TC418,,,,How much do you agree or disagree with the following statements about the students in your science classes?,,My students are very supportive of each other.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC419Q01DA,TC419,,,,How much do you agree with the statements about yourself?,,I enjoy learning <broad science> topics.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC419Q02DA,TC419,,,,How much do you agree with the statements about yourself?,,I enjoy teaching <broad science> topics.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC419Q03DA,TC419,,,,How much do you agree with the statements about yourself?,,I like reading about <broad science>.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC419Q05DA,TC419,,,,How much do you agree with the statements about yourself?,,I enjoy acquiring new knowledge in <broad science>.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC420Q02DA,TC420,對科學本質的信念,Students' beliefs about the nature of science,你有多同意以下說法？,How much do you agree with the following statements?,好的答案要建立在許多不同實驗所得到的證據上。,Good answers are based on evidence from many different experiments.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.6 | 不同意=3.23 | 同意=53.57 | 非常同意=39.6,非常不同意=7.83 | 不同意=10.01 | 同意=57.17 | 非常同意=25.0,Table I.B1.3.30
TC420Q03DA,TC420,對科學本質的信念,Students' beliefs about the nature of science,你有多同意以下說法？,How much do you agree with the following statements?,,It is good to try experiments more than once to make sure of your findings.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.3.30
TC420Q05DA,TC420,對科學本質的信念,Students' beliefs about the nature of science,你有多同意以下說法？,How much do you agree with the following statements?,,It is good to have a hypothesis or question before starting an experiment.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.3.30
TC420Q06DA,TC420,對科學本質的信念,Students' beliefs about the nature of science,你有多同意以下說法？,How much do you agree with the following statements?,,<Broad science> uses models to help develop theories about the world,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.3.30
TC420Q10DA,TC420,對科學本質的信念,Students' beliefs about the nature of science,你有多同意以下說法？,How much do you agree with the following statements?,來自單一來源的資訊，應該先用其他多個可靠來源查證後才能被接受。,Information from one source should be checked from a range of other reliable sources before it is accepted.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.42 | 不同意=3.63 | 同意=55.4 | 非常同意=37.56,非常不同意=5.73 | 不同意=10.78 | 同意=50.84 | 非常同意=32.66,Table I.B1.3.30
TC420Q11DA,TC420,對科學本質的信念,Students' beliefs about the nature of science,你有多同意以下說法？,How much do you agree with the following statements?,,"In <broad science>, there can be more than one way for scientists to test their ideas.",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.3.30
TC420Q12DA,TC420,對科學本質的信念,Students' beliefs about the nature of science,你有多同意以下說法？,How much do you agree with the following statements?,有些問題是科學家無法回答的。,There are some questions that scientists cannot answer.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.61 | 不同意=4.17 | 同意=49.14 | 非常同意=43.07,非常不同意=6.07 | 不同意=12.46 | 同意=48.98 | 非常同意=32.49,Table I.B1.3.30
TC420Q15DA,TC420,對科學本質的信念,Students' beliefs about the nature of science,你有多同意以下說法？,How much do you agree with the following statements?,,It is important for scientists to have other scientists in their field of expertise to support the findings of their work.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.3.30
TC421Q01DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,大氣中溫室氣體增加,The increase of greenhouse gases in the atmosphere,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=4.58 | 我聽過，但沒辦法說明它到底是什麼=18.39 | 我知道一些，能說明大致的問題=60.89 | 我很熟悉，能清楚說明=16.14,我從沒聽過=14.78 | 我聽過，但沒辦法說明它到底是什麼=28.05 | 我知道一些，能說明大致的問題=35.95 | 我很熟悉，能清楚說明=21.21,Table I.B1.5.6
TC421Q02DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,,The effects of sea levels rise,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
TC421Q03DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,,The use of genetically modified organisms (<GMO>),我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
TC421Q04DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,核廢料,Nuclear waste,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=3.97 | 我聽過，但沒辦法說明它到底是什麼=29.4 | 我知道一些，能說明大致的問題=55.91 | 我很熟悉，能清楚說明=10.72,我從沒聽過=13.92 | 我聽過，但沒辦法說明它到底是什麼=40.61 | 我知道一些，能說明大致的問題=33.25 | 我很熟悉，能清楚說明=12.22,Table I.B1.5.6
TC421Q05DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,為了其他土地用途而砍伐森林的後果,The consequences of clearing forests for other land use,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=3.94 | 我聽過，但沒辦法說明它到底是什麼=17.44 | 我知道一些，能說明大致的問題=60.94 | 我很熟悉，能清楚說明=17.68,我從沒聽過=9.92 | 我聽過，但沒辦法說明它到底是什麼=22.9 | 我知道一些，能說明大致的問題=41.28 | 我很熟悉，能清楚說明=25.89,Table I.B1.5.6
TC421Q06DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,,Air pollution,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
TC421Q07DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,,Energy shortages,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
TC421Q08DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,動植物滅絕,Extinction of plants and animals,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=2.99 | 我聽過，但沒辦法說明它到底是什麼=17.5 | 我知道一些，能說明大致的問題=61.8 | 我很熟悉，能清楚說明=17.71,我從沒聽過=5.98 | 我聽過，但沒辦法說明它到底是什麼=18.99 | 我知道一些，能說明大致的問題=45.1 | 我很熟悉，能清楚說明=29.93,Table I.B1.5.6
TC421Q09DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,,Loss of biodiversity,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
TC421Q10DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,水資源短缺,Water shortages,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=2.85 | 我聽過，但沒辦法說明它到底是什麼=14.79 | 我知道一些，能說明大致的問題=62.76 | 我很熟悉，能清楚說明=19.6,我從沒聽過=7.7 | 我聽過，但沒辦法說明它到底是什麼=24.26 | 我知道一些，能說明大致的問題=43.13 | 我很熟悉，能清楚說明=24.91,Table I.B1.5.6
TC421Q11DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,,Water pollution,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
TC421Q12DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,塑膠污染的影響,Effects of plastic pollution,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=2.91 | 我聽過，但沒辦法說明它到底是什麼=13.06 | 我知道一些，能說明大致的問題=62.68 | 我很熟悉，能清楚說明=21.35,我從沒聽過=5.81 | 我聽過，但沒辦法說明它到底是什麼=18.09 | 我知道一些，能說明大致的問題=43.53 | 我很熟悉，能清楚說明=32.57,Table I.B1.5.6
TC421Q13DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,,Causes of food waste,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
TC421Q14DA,TC421,環境議題認識程度,Students' environmental awareness,你對以下環境議題的了解程度如何？,How informed are you about the following environmental issues?,,Advantages of renewable energy,我從沒聽過 | 我聽過，但沒辦法說明它到底是什麼 | 我知道一些，能說明大致的問題 | 我很熟悉，能清楚說明 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I have never heard of this | I have heard about this but I would not be able to explain what it is really about | I know something about this and could explain the general issue | I am familiar with this and I would be able to explain this well | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
TC424Q01DA,TC424,參與環境相關活動,Students' participation in environment-related activities,,How often have you participated in the following environmental actions in the last 12 months?,,Joined a peaceful march or rally related to an environmental issue,完全不會 | 有時 | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Not at all | Sometimes | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=77.94 | 一次=13.98 | 幾次=6.1 | 很多次=1.98,從不=77.87 | 一次=12.15 | 幾次=7.84 | 很多次=2.13,Table I.B1.5.24
TC424Q03DA,TC424,參與環境相關活動,Students' participation in environment-related activities,,How often have you participated in the following environmental actions in the last 12 months?,,Posted concerns about an environmental issue on social media,完全不會 | 有時 | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Not at all | Sometimes | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=69.73 | 一次=14.62 | 幾次=12.44 | 很多次=3.2,從不=76.97 | 一次=11.68 | 幾次=9.14 | 很多次=2.21,Table I.B1.5.24
TC424Q06DA,TC424,參與環境相關活動,Students' participation in environment-related activities,,How often have you participated in the following environmental actions in the last 12 months?,,Made purchases based on how sustainable the products are,完全不會 | 有時 | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Not at all | Sometimes | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=46.65 | 一次=18.42 | 幾次=26.92 | 很多次=8.01,從不=45.68 | 一次=16.94 | 幾次=27.66 | 很多次=9.71,Table I.B1.5.24
TC424Q12DA,TC424,參與環境相關活動,Students' participation in environment-related activities,,How often have you participated in the following environmental actions in the last 12 months?,,Stopped eating certain foods to minimize some impacts on the environment,完全不會 | 有時 | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Not at all | Sometimes | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=56.41 | 一次=16.92 | 幾次=20.89 | 很多次=5.78,從不=60.27 | 一次=15.1 | 幾次=18.24 | 很多次=6.39,Table I.B1.5.24
TC424Q14DA,TC424,參與環境相關活動,Students' participation in environment-related activities,,How often have you participated in the following environmental actions in the last 12 months?,,Discussed with friends and family how to have a positive impact on the environment,完全不會 | 有時 | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Not at all | Sometimes | Frequently | Very frequently | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=47.35 | 一次=21.22 | 幾次=23.99 | 很多次=7.44,從不=44.45 | 一次=20.67 | 幾次=25.15 | 很多次=9.73,Table I.B1.5.24
TC425Q01DA,TC425,,,,Do you avoid teaching any of the following topics because you consider them to be too controversial?,,Climate Change,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC425Q02DA,TC425,,,,Do you avoid teaching any of the following topics because you consider them to be too controversial?,,Evolution,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC425Q03DA,TC425,,,,Do you avoid teaching any of the following topics because you consider them to be too controversial?,,Big bang and origin of the universe,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC425Q04DA,TC425,,,,Do you avoid teaching any of the following topics because you consider them to be too controversial?,,Environmental degradation,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC425Q05DA,TC425,,,,Do you avoid teaching any of the following topics because you consider them to be too controversial?,,Meat-based or vegetarian diets,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC425Q09DA,TC425,,,,Do you avoid teaching any of the following topics because you consider them to be too controversial?,,Your country’s environmental policies and/or practices,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC425Q10DA,TC425,,,,Do you avoid teaching any of the following topics because you consider them to be too controversial?,,Other country’s environmental policies and/or practices,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC426Q01DA,TC426,,,,The statements below are about the advantages of using <digital resources> in teaching science. How strongly do you agree or disagree with these statements?,,<Digital resources> increase student engagement.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC426Q02DA,TC426,,,,The statements below are about the advantages of using <digital resources> in teaching science. How strongly do you agree or disagree with these statements?,,<Digital resources> let students access more sources of information.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
TC426Q03DA,TC426,,,,The statements below are about the advantages of using <digital resources> in teaching science. How strongly do you agree or disagree with these statements?,,<Digital resources> promote collaboration among students.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
