題項代碼,題組,問卷,題幹（英文原文）,題目（英文原文）,選項（依序）,對應構念,Annex B 表,臺灣各選項%,OECD各選項%
SC037Q03TA,SC037,學校問卷,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,Written specification of the school’s curricular profile and educational goals,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",Quality assurance and improvement actions at school,Table I.B1.4.179,"Yes, 
this is mandatory, e.g. based on district or ministry policies=66.99 | Yes, 
based on school initiative=31.35 | No=1.66","Yes, 
this is mandatory, e.g. based on district or ministry policies=60.93 | Yes, 
based on school initiative=32.42 | No=6.65"
SC037Q04TA,SC037,學校問卷,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,Written specification of student performance standards,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",Quality assurance and improvement actions at school,Table I.B1.4.179,"Yes, 
this is mandatory, e.g. based on district or ministry policies=47.3 | Yes, 
based on school initiative=48.37 | No=4.34","Yes, 
this is mandatory, e.g. based on district or ministry policies=52.31 | Yes, 
based on school initiative=35.96 | No=11.73"
SC037Q05NA,SC037,學校問卷,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,Systematic recording of data such as teacher or student attendance and professional development,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",Quality assurance and improvement actions at school,Table I.B1.4.179,"Yes, 
this is mandatory, e.g. based on district or ministry policies=52.21 | Yes, 
based on school initiative=46.81 | No=0.99","Yes, 
this is mandatory, e.g. based on district or ministry policies=57.41 | Yes, 
based on school initiative=38.96 | No=3.63"
SC037Q06NA,SC037,學校問卷,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,Systematic recording of student test results and graduation rates,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",Quality assurance and improvement actions at school,Table I.B1.4.179,"Yes, 
this is mandatory, e.g. based on district or ministry policies=53.14 | Yes, 
based on school initiative=45.58 | No=1.28","Yes, 
this is mandatory, e.g. based on district or ministry policies=57.33 | Yes, 
based on school initiative=39.89 | No=2.78"
SC037Q07TA,SC037,學校問卷,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,"Seeking written feedback from students (e.g. regarding lessons, teachers or resources)","Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",Quality assurance and improvement actions at school,Table I.B1.4.179,"Yes, 
this is mandatory, e.g. based on district or ministry policies=22.57 | Yes, 
based on school initiative=68.98 | No=8.44","Yes, 
this is mandatory, e.g. based on district or ministry policies=16.22 | Yes, 
based on school initiative=61.89 | No=21.89"
SC037Q08TA,SC037,學校問卷,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,Teacher mentoring,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",Quality assurance and improvement actions at school,Table I.B1.4.179,"Yes, 
this is mandatory, e.g. based on district or ministry policies=28.75 | Yes, 
based on school initiative=65.74 | No=5.51","Yes, 
this is mandatory, e.g. based on district or ministry policies=20.58 | Yes, 
based on school initiative=66.34 | No=13.08"
SC037Q09TA,SC037,學校問卷,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,Regular consultation aimed at school improvement with one or more experts over a period of at least six months,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",Quality assurance and improvement actions at school,Table I.B1.4.179,"Yes, 
this is mandatory, e.g. based on district or ministry policies=18.59 | Yes, 
based on school initiative=34.78 | No=46.63","Yes, 
this is mandatory, e.g. based on district or ministry policies=14.75 | Yes, 
based on school initiative=45.37 | No=39.87"
SC037Q12DA,SC037,學校問卷,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,Implementation of a standardised policy for <school science> subjects (i.e. school curriculum with shared instructional materials,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",Quality assurance and improvement actions at school,Table I.B1.4.179,,
SC042Q01TA,SC042,學校問卷,What is your school’s policy about this for students in <national modal grade for 15-year-olds>?,Students are grouped by ability into different classes.,For all subjects | For some subjects | Not for any subjects | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Ability grouping,Table I.B1.4.170,For all subjects=2.33 | For some subjects=18.58 | Not for any subject=79.09,For all subjects=6.25 | For some subjects=29.53 | Not for any subject=64.22
SC042Q02TA,SC042,學校問卷,What is your school’s policy about this for students in <national modal grade for 15-year-olds>?,Students are grouped by ability within their classes.,For all subjects | For some subjects | Not for any subjects | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Science class ability grouping,Table I.B1.4.171,For all classes=7.78 | For some classes=26.7 | Not for any classes=65.52,For all classes=6.0 | For some classes=25.58 | Not for any classes=68.41
SC053Q01TA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?","Band, orchestra or choir",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q02TA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",School play or school musical,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q03TA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?","School yearbook, newspaper or magazine",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q04TA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?","Volunteering or service activities, e.g. <national examples>",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q05NA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",Science club,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q06NA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?","Science competitions, e.g. <national examples>",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q07TA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",Chess club,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q08TA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",Club with a focus on computers (e.g. programming or coding),Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q09TA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",Art club or art activities,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q10TA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",Sporting team or sporting activities,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC053Q17DA,SC053,學校問卷,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",Environmental protection activities,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC059Q06NA,SC059,學校問卷,Are the following statements true for the <science department> of your school?,We have enough laboratory material that all courses can regularly use it.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC059Q07NA,SC059,學校問卷,Are the following statements true for the <science department> of your school?,We have extra laboratory staff that help support <school science> teaching.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC059Q08NA,SC059,學校問卷,Are the following statements true for the <science department> of your school?,Our school spends extra money on up-to-date <school science> equipment.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC059Q09DA,SC059,學校問卷,Are the following statements true for the <science department> of your school?,Good <school science> teachers are harder to attract compared with other subject teachers.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC059Q10DA,SC059,學校問卷,Are the following statements true for the <science department> of your school?,The laboratory materials are in good shape.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC064Q01TA_Q,SC064,學校問卷,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",Discussed their child’s progress with a teacher on the parents’ or guardians’ own initiative,Bottom international quartile - Median: 10 | Second international quartile - Median: 25 | Third international quartile - Median: 50 | Top international quartile - Median: 87 | not administered/not applicable | no response,,,,
SC064Q02TA_Q,SC064,學校問卷,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",Discussed their child’s progress on the initiative of one of their child’s teachers,Bottom international quartile - Median: 11 | Second international quartile - Median: 45 | Third international quartile - Median: 70 | Top international quartile - Median: 100 | not administered/not applicable | no response,,,,
SC064Q03TA_Q,SC064,學校問卷,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",Participated in local school government (e.g. parent council or school management committee),Bottom international quartile - Median: 1 | Second international quartile - Median: 10 | Third international quartile - Median: 30 | Top international quartile - Median: 90 | not administered/not applicable | no response,,,,
SC064Q04NA_Q,SC064,學校問卷,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?","Volunteered in physical or extra-curricular activities, (e.g. building maintenance, carpentry, gardening or yard",Bottom international quartile - Median: 0 | Second international quartile - Median: 6 | Third international quartile - Median: 25 | Top international quartile - Median: 75 | not administered/not applicable | no response,,,,
SC064Q05WA_Q,SC064,學校問卷,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",Discussed their child’s behaviour with a teacher on the parents’ or guardians’ own initiative,Bottom international quartile - Median: 5 | Second international quartile - Median: 24 | Third international quartile - Median: 50 | Top international quartile - Median: 85 | not administered/not applicable | no response,,,,
SC064Q06WA_Q,SC064,學校問卷,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",Discussed their child’s behaviour on the initiative of one of their child’s teachers,Bottom international quartile - Median: 10 | Second international quartile - Median: 30 | Third international quartile - Median: 60 | Top international quartile - Median: 94 | not administered/not applicable | no response,,,,
SC064Q07WA_Q,SC064,學校問卷,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",Assisted in fundraising for the school,Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 10 | Top international quartile - Median: 63 | not administered/not applicable | no response,,,,
SC150Q01IA,SC150,學校問卷,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,These students attend regular classes and receive additional periods of instruction aimed at,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC150Q02IA,SC150,學校問卷,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,"Before transferring to regular classes, these students attend a preparatory programme aimed a",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC150Q03IA,SC150,學校問卷,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,"Before transferring to regular classes, these students receive some instruction in school sub",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC150Q04IA,SC150,學校問卷,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,These students receive significant amounts of instruction in their <heritage language> aimed,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC150Q05IA,SC150,學校問卷,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,Class size is reduced to cater to the special needs of these students.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC155Q01HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,The number of digital devices connected to the Internet is sufficient,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=1.6 | Disagree=3.56 | Agree=54.3 | Strongly agree=40.55,Strongly disagree=7.09 | Disagree=15.1 | Agree=35.9 | Strongly agree=41.9
SC155Q02HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,The school’s Internet bandwidth or speed is sufficient,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=1.95 | Disagree=7.08 | Agree=56.77 | Strongly agree=34.2,Strongly disagree=9.21 | Disagree=17.32 | Agree=39.14 | Strongly agree=34.33
SC155Q03HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,The number of digital devices for instruction is sufficient,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=1.47 | Disagree=5.84 | Agree=57.27 | Strongly agree=35.42,Strongly disagree=7.89 | Disagree=18.75 | Agree=35.93 | Strongly agree=37.43
SC155Q04HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,Digital devices at the school are sufficiently powerful in terms of computing capacity,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=1.18 | Disagree=10.84 | Agree=62.08 | Strongly agree=25.9,Strongly disagree=7.91 | Disagree=18.38 | Agree=42.03 | Strongly agree=31.67
SC155Q05HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,The availability of adequate software is sufficient,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=1.19 | Disagree=11.1 | Agree=62.15 | Strongly agree=25.57,Strongly disagree=7.05 | Disagree=19.84 | Agree=44.51 | Strongly agree=28.61
SC155Q06HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,Teachers have the necessary technical and pedagogical skills to integrate digital devices in instruction,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=1.77 | Disagree=10.21 | Agree=66.49 | Strongly agree=21.54,Strongly disagree=3.13 | Disagree=21.99 | Agree=59.29 | Strongly agree=15.59
SC155Q07HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,Teachers have sufficient time to prepare lessons integrating digital devices,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=1.76 | Disagree=20.84 | Agree=60.63 | Strongly agree=16.77,Strongly disagree=7.11 | Disagree=30.34 | Agree=46.7 | Strongly agree=15.85
SC155Q08HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,Effective professional resources for teachers to learn how to use digital devices are available,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=1.33 | Disagree=8.67 | Agree=66.43 | Strongly agree=23.57,Strongly disagree=4.67 | Disagree=25.57 | Agree=52.11 | Strongly agree=17.65
SC155Q09HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,An effective online learning support platform is available,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=1.34 | Disagree=7.43 | Agree=68.83 | Strongly agree=22.4,Strongly disagree=8.47 | Disagree=27.12 | Agree=45.42 | Strongly agree=18.98
SC155Q10HA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,Teachers are provided with incentives to integrate digital devices in their teaching,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=5.71 | Disagree=37.38 | Agree=41.12 | Strongly agree=15.79,Strongly disagree=17.2 | Disagree=30.11 | Agree=39.82 | Strongly agree=12.87
SC155Q12DA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,The curriculum of the school is suited for using <digital devices> effectively,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=0.78 | Disagree=12.44 | Agree=66.73 | Strongly agree=20.05,Strongly disagree=5.29 | Disagree=19.82 | Agree=56.94 | Strongly agree=17.94
SC155Q13DA,SC155,學校問卷,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,The school has sufficient supporting staff to solve technical problems,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School's capacity to enhance teaching and learning using digital devices,Table I.B1.4.14,Strongly disagree=3.27 | Disagree=28.72 | Agree=50.31 | Strongly agree=17.7,Strongly disagree=15.9 | Disagree=28.32 | Agree=38.68 | Strongly agree=17.11
SC158Q01HA,SC158,學校問卷,Is there any formal curriculum for the following topics at the middle and upper school level?,Climate change and global warming,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC158Q04HA,SC158,學校問卷,Is there any formal curriculum for the following topics at the middle and upper school level?,Migration (movement of people),Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC158Q07HA,SC158,學校問卷,Is there any formal curriculum for the following topics at the middle and upper school level?,International conflicts,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC158Q08HA,SC158,學校問卷,Is there any formal curriculum for the following topics at the middle and upper school level?,Hunger or malnutrition in different parts of the world,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC158Q09HA,SC158,學校問卷,Is there any formal curriculum for the following topics at the middle and upper school level?,Causes of poverty,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC158Q12HA,SC158,學校問卷,Is there any formal curriculum for the following topics at the middle and upper school level?,Equality between men and women,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC158Q13DA,SC158,學校問卷,Is there any formal curriculum for the following topics at the middle and upper school level?,Global health equity (e.g. access to healthcare),Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC168Q01DA_Q,SC168,學校問卷,"For each type of position listed below, please indicate the number of non-teaching staff currently working in this school.","Personnel for pedagogical support, irrespective of the <grade levels>/ages they support. Including all teacher aides or other non-t",Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 3 | Top international quartile - Median: 11 | not administered/not applicable | no response,,,,
SC168Q02JA_Q,SC168,學校問卷,"For each type of position listed below, please indicate the number of non-teaching staff currently working in this school.","School administrative personnel. Including receptionists, secretaries, and administration assistants",Bottom international quartile - Median: 1 | Second international quartile - Median: 2 | Third international quartile - Median: 4 | Top international quartile - Median: 9 | not administered/not applicable | no response,,,,
SC168Q03JA_Q,SC168,學校問卷,"For each type of position listed below, please indicate the number of non-teaching staff currently working in this school.","School management personnel. Including principals, assistant principals, and other staff whose main activity is management",Bottom international quartile - Median: 1 | Second international quartile - Median: 2 | Third international quartile - Median: 3 | Top international quartile - Median: 6 | not administered/not applicable | no response,,,,
SC168Q05DA_Q,SC168,學校問卷,"For each type of position listed below, please indicate the number of non-teaching staff currently working in this school.","Personnel focused on student well-being. Including psychologists, nurses, and counsellors",Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 2 | Top international quartile - Median: 5 | not administered/not applicable | no response,,,,
SC169Q01JA,SC169,學校問卷,Does your school offer career guidance to students in <national modal grade for 15-year-olds>?,Does your school offer career guidance to students in <national modal grade for 15-year-olds>?,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC170Q01JA,SC170,學校問卷,Who has the main responsibility for career guidance of students in <national modal grade for 15-year-olds> at your school?,Who has the main responsibility for career guidance of students in <national modal grade for 15-year-olds> at your school?,All teachers share the responsibility for career guidance | Specific teachers have the main responsibility for career guidance | One or more specific career guidance counsellors employed at school have the main responsibility for career guidance | One or more specific career guidance counsellors who regularly visit the school have the main responsibility for career | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC171Q01JA,SC171,學校問卷,Does your school provide the following types of information to students in <national modal grade for 15-year-olds>?,Information about internships,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC171Q02JA,SC171,學校問卷,Does your school provide the following types of information to students in <national modal grade for 15-year-olds>?,Information about future careers,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC171Q03JA,SC171,學校問卷,Does your school provide the following types of information to students in <national modal grade for 15-year-olds>?,Information about future educational opportunities,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC171Q04JA,SC171,學校問卷,Does your school provide the following types of information to students in <national modal grade for 15-year-olds>?,Information about student financing (e.g. student loans or grants),Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC172Q01DA,SC172,學校問卷,To what extent is each of the following behaviours a problem in your school?,Cheating,Not at all | Small extent | Moderate extent | Large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Negative school climate,Table I.B1.4.154,,
SC172Q02JA,SC172,學校問卷,To what extent is each of the following behaviours a problem in your school?,Profanity,Not at all | Small extent | Moderate extent | Large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Negative school climate,Table I.B1.4.154,,
SC172Q03JA,SC172,學校問卷,To what extent is each of the following behaviours a problem in your school?,Vandalism,Not at all | Small extent | Moderate extent | Large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Negative school climate,Table I.B1.4.154,,
SC172Q04JA,SC172,學校問卷,To what extent is each of the following behaviours a problem in your school?,Theft,Not at all | Small extent | Moderate extent | Large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Negative school climate,Table I.B1.4.154,,
SC172Q05JA,SC172,學校問卷,To what extent is each of the following behaviours a problem in your school?,"Intimidation or verbal abuse among students (including texting, emailing, etc.)",Not at all | Small extent | Moderate extent | Large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Negative school climate,Table I.B1.4.154,Not at all=14.08 | Small extent=70.99 | Moderate extent=13.18 | Large extent=1.75,Not at all=7.31 | Small extent=52.59 | Moderate extent=28.63 | Large extent=11.47
SC172Q06JA,SC172,學校問卷,To what extent is each of the following behaviours a problem in your school?,Physical injury caused by students to other students,Not at all | Small extent | Moderate extent | Large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Negative school climate,Table I.B1.4.154,Not at all=31.98 | Small extent=63.51 | Moderate extent=4.11 | Large extent=0.4,Not at all=35.26 | Small extent=52.72 | Moderate extent=5.85 | Large extent=6.17
SC172Q07JA,SC172,學校問卷,To what extent is each of the following behaviours a problem in your school?,"Intimidation or verbal abuse of teachers or non-teaching staff (including texting, emailing, etc.)",Not at all | Small extent | Moderate extent | Large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Negative school climate,Table I.B1.4.154,Not at all=46.91 | Small extent=50.72 | Moderate extent=1.96 | Large extent=0.41,Not at all=43.66 | Small extent=44.07 | Moderate extent=5.91 | Large extent=6.36
SC172Q08DA,SC172,學校問卷,To what extent is each of the following behaviours a problem in your school?,Physical injury caused by students to teachers or non-teaching staff,Not at all | Small extent | Moderate extent | Large extent | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Negative school climate,Table I.B1.4.154,Not at all=68.04 | Small extent=30.5 | Moderate extent=1.09 | Large extent=0.38,Not at all=77.28 | Small extent=15.86 | Moderate extent=1.29 | Large extent=5.57
SC185Q01WA,SC185,學校問卷,"In your school, how likely is it that a student in <national modal grade for 15-year-olds> would be transferred to another school for the following reasons?",Low academic achievement,Not likely | Likely | Very likely | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC185Q02WA,SC185,學校問卷,"In your school, how likely is it that a student in <national modal grade for 15-year-olds> would be transferred to another school for the following reasons?",High academic achievement,Not likely | Likely | Very likely | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC185Q03WA,SC185,學校問卷,"In your school, how likely is it that a student in <national modal grade for 15-year-olds> would be transferred to another school for the following reasons?",Behavioural problems,Not likely | Likely | Very likely | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC185Q04WA,SC185,學校問卷,"In your school, how likely is it that a student in <national modal grade for 15-year-olds> would be transferred to another school for the following reasons?",Special learning needs,Not likely | Likely | Very likely | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC185Q05WA,SC185,學校問卷,"In your school, how likely is it that a student in <national modal grade for 15-year-olds> would be transferred to another school for the following reasons?",Parents’ or guardians’ request,Not likely | Likely | Very likely | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC189Q01JA,SC189,學校問卷,Do the following statements apply in your school?,The school has a specific policy to encourage the teaching and learning of <social and emotional skills>.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC189Q05JA,SC189,學校問卷,Do the following statements apply in your school?,There is a mission statement describing the <social and emotional skills> we aim to foster in our school.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC189Q06JA,SC189,學校問卷,Do the following statements apply in your school?,Teachers are asked to evaluate students' <social and emotional skills> as a part of their grading.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC189Q07DA,SC189,學校問卷,Do the following statements apply in your school?,"The school has a policy on how to use <digital devices> in science instruction (e.g. amount of computer use in science lessons, use of specific scientific computer programs).",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC189Q08DA,SC189,學校問卷,Do the following statements apply in your school?,Science teachers in the school follow a standardised curriculum that specifies content at least on a monthly basis.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
SC190Q01JA,SC190,學校問卷,Do the following statements apply to your school?,The school has a written statement about the general use of digital devices on the school premises.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,School policies on the use of digital devices,Table I.B1.4.47,Yes=86.95 | No=13.05,Yes=87.4 | No=12.6
