代碼,問卷,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
IC179Q06JA,ICT 數位素養問卷,IC179,,,,To what extent do you agree or disagree with the following statements?,,Teachers should monitor what students do on their laptop or tablet device.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q02JA,ICT 數位素養問卷,IC180,,,,To what extent do you agree or disagree with the following statements?,,When searching for information online I compare different sources.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q03JA,ICT 數位素養問卷,IC180,,,,To what extent do you agree or disagree with the following statements?,,I check the accuracy of online information before sharing it on social networks.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q04JA,ICT 數位素養問卷,IC180,,,,To what extent do you agree or disagree with the following statements?,,I discuss the accuracy of online information with my teachers or in class.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q05JA,ICT 數位素養問卷,IC180,,,,To what extent do you agree or disagree with the following statements?,,I discuss the accuracy of online information with friends or other students.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q06JA,ICT 數位素養問卷,IC180,,,,To what extent do you agree or disagree with the following statements?,,I discuss the accuracy of online information with my parents (or family).,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q07JA,ICT 數位素養問卷,IC180,,,,To what extent do you agree or disagree with the following statements?,,I try to flag wrong information when I encounter it online.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC181Q01JA,ICT 數位素養問卷,IC181,,,,How upset were you the last time the following situations occurred?,,Encountering content online that was inappropriate for my age,This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC181Q02JA,ICT 數位素養問卷,IC181,,,,How upset were you the last time the following situations occurred?,,"Encountering discriminatory content online (e.g. about race, gender, sexual orientation or physical appearance)",This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC181Q03JA,ICT 數位素養問卷,IC181,,,,How upset were you the last time the following situations occurred?,,"Receiving unkind, vulgar or offending messages, comments or videos",This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC181Q04JA,ICT 數位素養問卷,IC181,,,,How upset were you the last time the following situations occurred?,,Information about me was publicly displayed online without my consent,This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC181Q05DA,ICT 數位素養問卷,IC181,,,,How upset were you the last time the following situations occurred?,,"Encountering unkind, vulgar or offending messages, comments or videos about someone I know",This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC182Q01JA,ICT 數位素養問卷,IC182,,,,To what extent do you agree or disagree with the following statements?,,I am interested in learning more about <digital resources>.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC182Q02JA,ICT 數位素養問卷,IC182,,,,To what extent do you agree or disagree with the following statements?,,I am interested in learning <computer programming>.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC182Q03JA,ICT 數位素養問卷,IC182,,,,To what extent do you agree or disagree with the following statements?,,I am interested in learning about <digital resources> because it could be useful in a job.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC182Q04DA,ICT 數位素養問卷,IC182,,,,To what extent do you agree or disagree with the following statements?,,I like using <digital resources> to find new ways to do things.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC182Q05DA,ICT 數位素養問卷,IC182,,,,To what extent do you agree or disagree with the following statements?,,I am interested in learning about <machine learning> and <artificial intelligence>.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q01DA,ICT 數位素養問卷,IC400,,,,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,,I forget about time when I'm using digital devices.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q02DA,ICT 數位素養問卷,IC400,,,,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,,"The Internet is a great resource for obtaining information I am interested in (e.g., news, sports, dictionary).",Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q03DA,ICT 數位素養問卷,IC400,,,,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,,It is very useful to have social networks on the Internet.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q04DA,ICT 數位素養問卷,IC400,,,,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,,I am really excited discovering new digital devices or applications.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q05DA,ICT 數位素養問卷,IC400,,,,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,,I really feel bad if no Internet connection is possible.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q06DA,ICT 數位素養問卷,IC400,,,,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,,I like using digital devices.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC401Q01DA,ICT 數位素養問卷,IC401,,,,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,,"To learn something new about digital devices, I like to talk about them with my friends.",Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC401Q02DA,ICT 數位素養問卷,IC401,,,,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,,I like to exchange solutions to problems with digital devices with others on the Internet.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
